,REF_DATE,GEO,National Occupational Classification (NOC),Statistics,VALUE
327,2012,Atlantic provinces,"Trades, transport and equipment operators and related occupations",Median gender pay ratio in annual employment income,
328,2012,Atlantic provinces,"Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, both sexes",48300.0
329,2012,Atlantic provinces,"Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, females",22100.0
330,2012,Atlantic provinces,"Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, males",49100.0
331,2012,Atlantic provinces,"Trades, transport and equipment operators and related occupations","Average gender pay ratio in annual wages, salaries and commissions",0.45
332,2012,Atlantic provinces,"Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, both sexes",38300.0
333,2012,Atlantic provinces,"Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, females",
334,2012,Atlantic provinces,"Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, males",39200.0
335,2012,Atlantic provinces,"Trades, transport and equipment operators and related occupations","Median gender pay ratio in annual wages, salaries and commissions",
336,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Average employment income, both sexes",33800.0
337,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Average employment income, females",17100.0
338,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Average employment income, males",36800.0
339,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations",Average gender pay ratio in annual employment income,0.47
340,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Median employment income, both sexes",20000.0
341,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Median employment income, females",11800.0
342,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Median employment income, males",24600.0
343,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations",Median gender pay ratio in annual employment income,0.48
344,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, both sexes",35600.0
345,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, females",17400.0
346,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, males",38900.0
347,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Average gender pay ratio in annual wages, salaries and commissions",0.45
348,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, both sexes",20100.0
349,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, females",11800.0
350,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, males",24800.0
351,2012,Atlantic provinces,"Natural resources, agriculture and related production occupations","Median gender pay ratio in annual wages, salaries and commissions",0.48
352,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Average employment income, both sexes",38300.0
353,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Average employment income, females",24200.0
354,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Average employment income, males",44200.0
355,2012,Atlantic provinces,Occupations in manufacturing and utilities,Average gender pay ratio in annual employment income,0.55
356,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Median employment income, both sexes",30500.0
357,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Median employment income, females",20900.0
358,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Median employment income, males",35300.0
359,2012,Atlantic provinces,Occupations in manufacturing and utilities,Median gender pay ratio in annual employment income,0.59
360,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Average wages, salaries and commissions, both sexes",38400.0
361,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Average wages, salaries and commissions, females",24200.0
362,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Average wages, salaries and commissions, males",44400.0
363,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Average gender pay ratio in annual wages, salaries and commissions",0.55
364,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Median wages, salaries and commissions, both sexes",31300.0
365,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Median wages, salaries and commissions, females",20900.0
366,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Median wages, salaries and commissions, males",35300.0
367,2012,Atlantic provinces,Occupations in manufacturing and utilities,"Median gender pay ratio in annual wages, salaries and commissions",0.59
368,2012,Atlantic provinces,Occupation unknown,"Average employment income, both sexes",18200.0
369,2012,Atlantic provinces,Occupation unknown,"Average employment income, females",7900.0
370,2012,Atlantic provinces,Occupation unknown,"Average employment income, males",25600.0
371,2012,Atlantic provinces,Occupation unknown,Average gender pay ratio in annual employment income,0.31
372,2012,Atlantic provinces,Occupation unknown,"Median employment income, both sexes",4300.0
